user_id,trips_per_month,ratio_stay_time_in_home,trip_length,rg_time,rg_quantity,shopping,recreation,restaurant,ratio_of_uninterested_trips,rg4/rg_quantity,k_quantity,random_entropy,location_entropy,OD_entropy,sequence_entropy,distance_from_home_entropy,speed_std_mean,speed_mean_std,speed_std_max,acceleration_std_max,harsh_shift_ratio_std,harsh_steering_ratio_std,harsh_shift_ratio_mean,harsh_steering_ratio_mean,speed_mean,speed_max,over_speed_ratio,over_speed_quantity,junction_over_speed,junction_speed_mean,day_entropy,datetime_entropy,extroversion,openness,neuroticism,conscientiousness
011,0.611285927,0.428317813,0.406949657,0.387820648,0.400622002,0.397065774,0.363895188,0.659679551,0.37159025,0.439126846,0.444671945,0.486987719,0.38115409,0.43518241,0.360289547,0.437801431,0.506081986,0.525039669,0.478962142,0.418683596,0.500229535,0.496774772,0.524018665,0.406096224,0.630154354,0.57953744,0.519553471,0.561541182,0.693472268,0.706975833,0.268325358,0.308392036,3.65563656,3.356804238,3.855886589,4.267951941
012,0.725264922,0.739194631,0.638713566,0.668109302,0.66878915,0.546039292,0.384327774,0.601013429,0.707342673,0.419361855,0.444671945,0.80432175,0.800260092,0.787259855,0.735317201,0.715475233,0.699992328,0.868751292,0.626006906,0.808041695,0.69739242,0.771087459,0.599096508,0.493126343,0.292496085,0.281751344,0.068476891,0.083763914,0.360252445,0.364096942,0.204522616,0.239410879,4.971452068,5.414010605,5.56349495,1.894771115
013,0.442077691,0.506244728,0.767996686,0.816906937,0.751993205,0.603801637,0.454932374,0.469758363,0.668959465,0.352778939,0.472250765,0.547801228,0.557874861,0.535079632,0.543109831,0.602328924,0.798932939,0.891116974,0.751564808,0.677321431,0.575934756,0.581928311,0.636262241,0.41816695,0.295718119,0.308796046,0.028857601,0.075620078,0.483878402,0.501071461,0.338916451,0.461143466,4.813711622,4.280183645,5.33122841,2.494001625
014,0.769689561,0.471232158,0.710535248,0.77076486,0.76782253,0.668385017,0.487547753,0.57529037,0.387363938,0.243253738,0.444671945,0.601477178,0.569105444,0.632888656,0.477371601,0.62043756,0.705332759,0.854116831,0.799561287,0.545818919,0.656239117,0.518069606,0.657850148,0.420645249,0.397506711,0.361607775,0.118153901,0.17353349,0.528477286,0.547663918,0.368633838,0.312108635,5.221267497,3.976570061,5.157633916,2.807685554
015,0.657091062,0.730330775,0.461783451,0.422095842,0.47836897,0.410619554,0.310501209,0.539247372,0.397728046,0.463055825,0.5,0.494185892,0.366393437,0.394381138,0.340059227,0.401163377,0.496732712,0.371683814,0.656358343,0.743823991,0.456307787,0.246680302,0.693581411,0.281641511,0.549870722,0.557150046,0.571645856,0.575081952,0.450231376,0.46953916,0.551897731,0.46604345,4.010038236,3.356966943,3.946809872,4.191460295
016,0.498844964,0.637789538,0.534913983,0.609723793,0.527144162,0.875942274,0.531809221,0.345941347,0.559700505,0.610891479,0.527749235,0.584177881,0.555531797,0.605077587,0.546576581,0.562509231,0.598651038,0.572397304,0.326109661,0.538216245,0.726951823,0.790174055,0.685521261,0.583492657,0.315601013,0.457475318,0.413282538,0.403779616,0.468944237,0.472996017,0.411571275,0.473401018,4.562109283,4.552214297,4.821514045,3.417051031
017,0.71912414,0.629713326,0.647550211,0.606689937,0.582182637,0.495195837,0.510640407,0.726056534,0.699841874,0.398466921,0.444671945,0.817004935,0.813400195,0.790113516,0.794199366,0.741228728,0.625097089,0.493276276,0.735859513,0.343591899,0.419506407,0.359588589,0.478895098,0.373667731,0.333230647,0.474218584,0.51951021,0.509028377,0.4449081,0.431549322,0.333666279,0.334928096,4.91715303,5.498927481,3.829482602,3.381039615
018,0.622066628,0.277586238,0.331397703,0.342720091,0.305631761,0.436438179,0.519586508,0.624233768,0.376499036,0.61484179,0.752336199,0.548805408,0.411800349,0.498926091,0.433796134,0.390316822,0.346238818,0.344483535,0.370161795,0.465419288,0.575456084,0.448423226,0.775428578,0.479649426,0.725659333,0.72600444,0.605446185,0.585566003,0.807598375,0.82700457,0.501262254,0.398439105,3.459660875,4.027321829,3.80526075,5.176980265
019,0.667045808,0.599971407,0.79367835,0.779289524,0.730586886,0.381731804,0.327977393,0.390920073,0.373403877,0.25623696,0.444671945,0.523302847,0.44963269,0.517368806,0.421579769,0.539081176,0.730332825,0.513541137,0.706104081,0.73169646,0.515982901,0.345396855,0.508813595,0.306545242,0.183586088,0.292273027,0.452200756,0.511146133,0.370551633,0.376604499,0.62837201,0.487786184,4.671201245,3.525278069,4.358413097,3.30252033
020,0.491228995,0.49585111,0.509686627,0.525267994,0.589681599,0.561325484,0.474069485,0.546677541,0.592729221,0.621647251,0.880797078,0.599448532,0.542859768,0.561127776,0.57475983,0.545851002,0.496524602,0.446105415,0.624641646,0.231355328,0.229020631,0.266067884,0.190973936,0.310538825,0.607960593,0.613759306,0.523649639,0.603393467,0.702886703,0.671576392,0.540287469,0.50058342,4.193788835,4.919220459,2.795228266,4.764096989
021,0.956982562,0.344454176,0.37919646,0.629628563,0.545487951,0.378698445,0.302857472,0.376060799,0.367197816,0.661217408,0.825714679,0.7092545,0.325808328,0.366242002,0.308471086,0.341483238,0.246836272,0.580467225,0.51667835,0.977771178,0.647182295,0.667700031,0.467283002,0.565015797,0.699023706,0.701771744,0.560558244,0.533103019,0.724215907,0.694850508,0.17017593,0.173686814,3.913366428,3.905389057,4.668934149,4.257385871
022,0.480246209,0.541727619,0.548715826,0.530465348,0.479880019,0.418020668,0.333998731,0.526954724,0.551705077,0.456310824,0.444671945,0.550009468,0.592374888,0.551861478,0.516701128,0.601798028,0.60856014,0.590168307,0.469429941,0.422172842,0.488806614,0.39361504,0.670262907,0.39023612,0.28745584,0.433342631,0.473266857,0.559114984,0.28356591,0.261977527,0.54951222,0.545279235,3.860009144,4.265432836,4.033251911,3.393515203
023,0.396996561,0.092008022,0.330438687,0.247304364,0.35675049,0.885201126,0.483701422,0.733488929,0.461526791,0.586520328,0.685200977,0.295739387,0.221884126,0.221430981,0.256524692,0.240635035,0.358461243,0.654004567,0.508190366,0.799748564,0.844575647,0.875267684,0.768877477,0.773349286,0.824354262,0.517600952,0.586210405,0.580481349,0.837112847,0.902378423,0.336391493,0.464413448,3.5258896,2.969462317,5.582474834,5.048943179
024,0.409016071,0.482957901,0.786763039,0.890853722,0.803471356,0.374329808,0.359733864,0.355805895,0.607491221,0.54408214,0.555328055,0.530134376,0.56606005,0.567061247,0.603492929,0.634706815,0.410264089,0.742238598,0.592810472,0.666575556,0.377901352,0.81557644,0.4101946,0.641235551,0.560949499,0.624326123,0.383247494,0.338085481,0.700295705,0.704332508,0.377263648,0.492348513,4.462931655,4.608356834,4.656796657,4.180848971
025,0.563298197,0.540850701,0.626768604,0.520944759,0.604375733,0.422752153,0.720295829,0.886226858,0.550306318,0.453166177,0.472250765,0.665432731,0.597174808,0.619013324,0.566371165,0.632185327,0.64229904,0.613306866,0.577220412,0.409845516,0.635670022,0.322099115,0.709441725,0.326845158,0.362380994,0.322722206,0.413841155,0.490435006,0.383912822,0.368111832,0.202531434,0.300115327,4.885512835,4.555900615,4.236727854,2.844050776
026,0.388118189,0.429172524,0.313143064,0.270557876,0.279138588,0.424925679,0.262454798,0.729096457,0.442185264,0.511391592,0.609317542,0.333687585,0.423284656,0.439826739,0.449545932,0.352832964,0.253927246,0.280217586,0.259392737,0.672480384,0.573345161,0.610278876,0.403815563,0.738667834,0.751324701,0.748139021,0.639338153,0.621205525,0.804601455,0.81000687,0.527360718,0.577512947,3.096607175,3.562072274,3.792125387,5.479489391
027,0.935680921,0.182910862,0.547079717,0.429952727,0.532573128,0.418734795,0.338004678,0.39787548,0.455856945,0.36591292,0.444671945,0.823814815,0.755540148,0.798686364,0.706052189,0.702270084,0.645904882,0.562228193,0.287898104,0.306114293,0.345701332,0.426743256,0.326746491,0.65046357,0.741653707,0.665211725,0.656171741,0.635770705,0.457908686,0.515582138,0.168918741,0.192999795,3.782812309,5.052805409,3.551800121,4.034217238
028,0.661083076,0.755936187,0.554222372,0.593562803,0.650707825,0.641475244,0.463498683,0.356491285,0.766358702,0.68842752,0.791391473,0.822678821,0.848607088,0.805652785,0.815500061,0.73960499,0.364221521,0.431351203,0.394762446,0.494334676,0.447396065,0.426373602,0.424955979,0.345097858,0.628067764,0.660432997,0.56930321,0.537861452,0.539431825,0.569858946,0.294842709,0.302300327,4.676977475,6.27822144,3.328493351,4.102099231
029,0.486864861,0.281532072,0.317855412,0.345121385,0.283564159,0.98834819,0.692057813,0.630818075,0.319239407,0.494033025,0.444671945,0.203993717,0.178922847,0.168973875,0.20249369,0.204144647,0.346980329,0.204523355,0.264552123,0.243881167,0.216289977,0.424562041,0.175339328,0.518007133,0.680449784,0.807407665,0.653096199,0.635258271,0.752827152,0.835164163,0.766963486,0.688665307,4.026161968,2.216473153,2.394135454,5.819832027
030,0.650407769,0.263461386,0.379771899,0.31735238,0.38272947,0.411749908,0.422458653,0.296682329,0.435642388,0.640466185,0.927945856,0.595908149,0.393305661,0.445020524,0.407629494,0.371523662,0.338962395,0.280609067,0.674121494,0.505754302,0.411892068,0.445794412,0.489480944,0.596113538,0.635401489,0.666574528,0.580309286,0.525846277,0.477439844,0.531648843,0.56775486,0.469822591,3.124613793,4.217441918,3.74272822,4.454797717
031,0.604270712,0.500196075,0.505461244,0.379231435,0.376484039,0.445158804,0.890592525,0.380163924,0.319894093,0.349570068,0.444671945,0.341602466,0.244834756,0.252773404,0.254136541,0.287034293,0.537630186,0.338631006,0.300922981,0.392633143,0.36088563,0.349054324,0.598760552,0.427189319,0.42563213,0.592356353,0.626852004,0.597372062,0.453173746,0.464360072,0.718829269,0.559552322,4.081558758,2.494517566,3.305707141,4.438127956
032,0.63274914,0.119368416,0.285016892,0.586570857,0.310893646,0.476194447,0.53301198,0.831850313,0.286785022,0.418275271,0.472250765,0.192577812,0.123217576,0.084126159,0.110629336,0.149785743,0.132845203,0.442951182,0.647231372,0.939642233,0.930790979,0.849457406,0.896735019,0.940911749,0.931646277,0.717686124,0.606348935,0.620423963,0.864728956,0.967252989,0.159457423,0.2626019,3.77565569,1.837647685,5.780565143,5.130146568
033,0.324346938,0.493147327,0.641349,0.899337428,0.690690943,0.976809438,0.49737886,0.374518017,0.674517088,0.624172979,0.609317542,0.372013042,0.476649176,0.450758042,0.501618404,0.536699126,0.557088118,0.755403366,0.438061381,0.36845657,0.553881667,0.305725552,0.473697128,0.286554146,0.560884966,0.499717791,0.296018357,0.281077543,0.626369379,0.755854222,0.644113255,0.635685345,4.897577952,4.245745398,3.738867927,4.299720858
034,0.482575715,0.517393938,0.717433468,0.784373215,0.786401535,0.724165807,0.819212198,0.787794801,0.722986327,0.380145415,0.444671945,0.687651565,0.747882216,0.694063527,0.727677856,0.741839599,0.619385238,0.637878271,0.438762657,0.241017946,0.28418832,0.463318588,0.207857945,0.398685463,0.447046878,0.528390403,0.381655422,0.560533122,0.509635105,0.57042568,0.379425369,0.421787698,5.619350677,5.14691845,3.291094429,3.798899677
035,0.366484224,0.23093492,0.592278169,0.462242633,0.696146121,0.470641265,0.480304728,0.441087939,0.66127774,0.542174965,0.752336199,0.446165487,0.460693052,0.435138121,0.492485421,0.520803152,0.689433831,0.720925974,0.665431076,0.499740906,0.630885685,0.529590528,0.792886806,0.489416891,0.433844447,0.444719168,0.3097281,0.413026507,0.351836658,0.377981633,0.444949771,0.565127933,3.740119998,4.311074136,5.018311697,3.341214217
036,0.662165551,0.689264145,0.45420575,0.412824869,0.427642131,0.708794776,0.820215695,0.572224275,0.405447278,0.442720729,0.444671945,0.600264982,0.590677099,0.67965992,0.562377198,0.574611165,0.512676725,0.455079776,0.554818097,0.85161197,0.456518728,0.424034743,0.487407174,0.447967312,0.476945591,0.505126522,0.41883711,0.437559548,0.284267811,0.300586734,0.389534334,0.353271885,4.747337191,4.300430317,4.190114525,3.166129535
037,0.581987867,0.446894008,0.404361111,0.334699208,0.418975606,0.355016178,0.327884437,0.278005435,0.409019238,0.577486686,0.685200977,0.446875173,0.407889089,0.488699962,0.438536159,0.314425171,0.339614109,0.387089234,0.521226477,0.262809591,0.296113363,0.680785427,0.317589635,0.859000756,0.821147992,0.765607456,0.587612187,0.570749725,0.553505497,0.70124571,0.515873652,0.473373922,3.14782385,3.768132455,3.664228592,4.98911614
038,0.528144291,0.463191504,0.500756461,0.386232285,0.376658162,0.998619689,0.479271263,0.482008689,0.427552538,0.326809411,0.444671945,0.435712918,0.351528828,0.338169423,0.29069906,0.374254487,0.771794274,0.395661573,0.413525071,0.430023449,0.374019177,0.721984619,0.599611625,0.950596815,0.629651319,0.320426368,0.588478036,0.58311038,0.37713344,0.433228697,0.661477609,0.543296989,4.214882343,2.989398608,4.657216603,4.13680284
039,0.88397872,0.522436381,0.362806846,0.295650842,0.326499843,0.407296593,0.40710476,0.348901182,0.413692932,0.574524432,0.582570206,0.643100928,0.465127007,0.5535256,0.42990791,0.413909559,0.423219287,0.384871457,0.554948876,0.730237416,0.596547133,0.28931217,0.629418291,0.308981805,0.547959957,0.626479383,0.558464373,0.607099023,0.520889659,0.471608291,0.314109188,0.248774309,3.554675167,4.076358573,3.917536436,3.895384182
040,0.431310522,0.429349808,0.635644841,0.594480656,0.569721962,0.606265667,0.405530986,0.437266548,0.551620959,0.380546808,0.444671945,0.47853064,0.622303466,0.565190994,0.617831292,0.548875192,0.610217635,0.57866821,0.734895556,0.431294922,0.527199628,0.350863138,0.570075608,0.355074583,0.412945315,0.489824693,0.437951922,0.494987596,0.551780454,0.519853821,0.375849487,0.544091055,4.109570991,4.209571296,4.158289281,3.827284344
041,0.557796759,0.469794361,0.49928495,0.521946152,0.574386133,0.768687147,0.850471078,0.392338185,0.611150925,0.693716514,0.731058579,0.683652399,0.675357296,0.68610057,0.673989096,0.610723314,0.591492815,0.490694395,0.528458492,0.480238845,0.679352084,0.483588093,0.812854019,0.540091413,0.546775753,0.427823505,0.439364298,0.471021438,0.388156365,0.379747177,0.389041836,0.394583819,4.634704766,5.365748691,4.606770155,3.43651419
042,0.501290999,0.704224043,0.798951352,0.683230795,0.681192589,0.871544758,0.422460988,0.720123059,0.483934117,0.320417966,0.444671945,0.484809593,0.432699776,0.43032188,0.40903953,0.498501149,0.916579594,0.853557179,0.75858841,0.491022318,0.517785071,0.533346054,0.550165845,0.304335895,0.065613205,0.118129398,0.000464232,0.001427676,0.376782565,0.365086952,0.853723962,0.697850054,5.383018583,3.504395956,4.925380366,2.479078045
043,0.522596654,0.608355019,0.51277677,0.429617747,0.432035386,0.688148522,0.708880485,0.512160189,0.374469311,0.470830246,0.444671945,0.460866489,0.437860683,0.486685355,0.409890516,0.486490592,0.833743836,0.56891576,0.645972601,0.452587109,0.439897758,0.824167266,0.515313806,0.964070615,0.659955739,0.326639412,0.311863934,0.530077068,0.475303276,0.514351128,0.481846328,0.491951486,4.414570773,3.571765136,5.24466875,3.791988369
044,0.526523937,0.570156026,0.364988389,0.488380021,0.432344914,0.437852385,0.513004372,0.318645906,0.38560002,0.677254859,0.825714679,0.447718759,0.54517946,0.581151066,0.510616772,0.40064136,0.344434677,0.210314933,0.810589913,0.647896451,0.536127093,0.725500465,0.449876834,0.987763959,0.884964983,0.638992162,0.612423152,0.572840746,0.684891209,0.755989557,0.722885455,0.593107166,3.65189595,4.373876975,4.712504326,5.466094429
045,0.452419136,0.408258649,0.484017207,0.41439616,0.566359713,0.866178208,0.909399886,0.633027767,0.704572522,0.597290001,0.527749235,0.582783386,0.4978073,0.511102837,0.523166227,0.516292812,0.571117633,0.55301717,0.436551722,0.574374185,0.657331387,0.476901758,0.833675699,0.497513021,0.533522541,0.448620756,0.455056852,0.377148659,0.328898543,0.331716434,0.306730065,0.459503228,4.734056726,4.460764319,4.600482575,3.241197079
046,0.353742876,0.350296295,0.568273567,0.752285407,0.629380321,0.382255805,0.500018213,0.845273926,0.709334823,0.61085056,0.555328055,0.358608054,0.470688884,0.38715419,0.541392874,0.546982645,0.321950522,0.697849689,0.471830315,0.422540423,0.408045103,0.718381398,0.394928688,0.57686046,0.607452958,0.588841877,0.450689747,0.381818958,0.568067527,0.58485028,0.495564503,0.720769355,4.381526412,4.180340084,4.012386597,4.398055205
047,0.464994836,0.645895066,0.612468949,0.929893629,0.958570013,0.394838206,0.271034405,0.381673365,0.415195604,0.27812949,0.444671945,0.43375073,0.536226463,0.506306424,0.430460323,0.556745751,0.650491243,0.75617961,0.544586534,0.275719772,0.354337559,0.882655494,0.385319398,0.945549729,0.707770404,0.523537888,0.472000861,0.459816024,0.464149162,0.525274984,0.564616838,0.54332791,4.659368468,3.60148673,4.79483934,4.260494072
048,0.594646102,0.651905671,0.466918936,0.633023035,0.543856793,0.636359101,0.873244407,0.415349281,0.456424784,0.683808231,0.825714679,0.602498731,0.660042399,0.709577459,0.631088392,0.540304067,0.458449926,0.583880097,0.792835434,0.449642449,0.52700217,0.376926259,0.705440525,0.40188296,0.578996202,0.646613888,0.349653575,0.32636862,0.479329797,0.515485602,0.489616253,0.416225854,4.815303326,5.109458742,4.296059819,3.802289791
049,0.697571086,0.367533312,0.526037719,0.612349077,0.585957148,0.641323503,0.404026549,0.610701109,0.518435204,0.526314896,0.752336199,0.710599031,0.584431225,0.621552406,0.552042561,0.607230976,0.543589407,0.522367604,0.590519523,0.55693717,0.588115827,0.426398288,0.679205799,0.431460825,0.525301844,0.502137035,0.44769114,0.493954947,0.396672952,0.399723779,0.317980957,0.31710375,4.445499503,4.872942497,4.338594442,3.400566403
050,0.462925421,0.612477232,0.408932956,0.473891942,0.432486863,0.469760691,0.839248282,0.856450761,0.452797316,0.592091988,0.825714679,0.48273477,0.52657727,0.546862946,0.500304165,0.495996009,0.627842711,0.305926244,0.706356698,0.73749905,0.746694875,0.578253737,0.844522939,0.690826213,0.490146533,0.318884416,0.533930572,0.569090949,0.430295756,0.403736684,0.696531639,0.519721837,4.556174148,4.423079143,5.237922467,3.962338386
051,0.543031236,0.355507558,0.495603522,0.507127071,0.528178298,0.485417266,0.931307695,0.571258718,0.635445733,0.357946041,0.444671945,0.636951431,0.552189226,0.579911713,0.583013925,0.54584088,0.323045517,0.45389301,0.380885975,0.570582107,0.673273375,0.603602032,0.425773243,0.471288385,0.543151632,0.591423302,0.598899329,0.572146761,0.624783413,0.565928376,0.390941487,0.380266383,4.417431363,4.335970894,3.902343643,4.267540684
052,0.492336409,0.506395649,0.694759148,0.77940016,0.769222965,0.464356312,0.512291415,0.585602388,0.558238984,0.292912836,0.444671945,0.524032281,0.443915734,0.464996139,0.452002789,0.490074518,0.544704353,0.747221768,0.600334363,0.46655454,0.440143563,0.391412809,0.54162471,0.357158512,0.461419432,0.490557758,0.458648206,0.399614261,0.695952643,0.717185479,0.380923003,0.432620124,4.804364445,3.670845226,4.089154617,4.036920906
053,0.498509999,0.453001441,0.554742774,0.530511437,0.562759716,0.501388502,0.827123431,0.511114136,0.385761607,0.463759729,0.444671945,0.452701212,0.441856645,0.464403202,0.417048301,0.411121505,0.545736041,0.481938402,0.404115508,0.397221906,0.442552498,0.525979732,0.631120144,0.527308664,0.418667158,0.496066668,0.589546566,0.55144057,0.566698081,0.559891628,0.709918287,0.608511835,4.439151437,3.481324147,3.955972895,4.500740794
054,0.97217847,0.070233475,0.259767446,0.516445896,0.324216726,0.348384591,0.237212405,0.366430289,0.296573613,0.678328236,0.635423559,0.481919415,0.099546174,0.066335954,0.115240799,0.104200481,0.349657188,0.51561366,0.473746188,0.491106001,0.458791431,0.549151056,0.569606461,0.50793901,0.568907263,0.676859941,0.550288648,0.424498246,0.6175858,0.588619927,0.165157945,0.166616627,3.094869299,2.477568231,3.915610995,3.758534397
055,0.931562905,0.63601208,0.577379539,0.475767512,0.497535421,0.832901166,0.530939378,0.392337522,0.37951752,0.414320543,0.472250765,0.739729169,0.597011067,0.727658761,0.572482874,0.518821727,0.664070748,0.539706516,0.681161707,0.527573306,0.657612494,0.316170044,0.747173492,0.36495856,0.348855522,0.375046643,0.35099417,0.42248251,0.382779407,0.352519077,0.295582846,0.243702815,4.874435522,4.421792426,4.498426867,2.771962989
056,0.49988633,0.47967487,0.637768626,0.760113401,0.778828664,0.481526316,0.582460313,0.457970067,0.479506062,0.290836463,0.444671945,0.538414598,0.491940256,0.531074455,0.46545455,0.542591023,0.335037286,0.703733419,0.633481025,0.646224962,0.542903777,0.613713336,0.504511652,0.558046434,0.65736244,0.636114557,0.513184187,0.504898734,0.777234757,0.807917383,0.462783619,0.431370948,4.678228588,3.784489353,4.537651892,4.790866626
057,0.428309212,0.494895569,0.560321635,0.57791469,0.576524607,0.37922282,0.438755443,0.667374397,0.7370052,0.584663576,0.85542225,0.602064844,0.680025548,0.618956564,0.689658817,0.682280745,0.43060037,0.361852449,0.339601633,0.395221524,0.472237045,0.27170352,0.518691995,0.316083973,0.618327671,0.582984901,0.562613656,0.534804357,0.529316502,0.519652744,0.458229898,0.509347164,4.123318372,5.450077544,3.10599251,4.315276891
058,0.359592907,0.468698033,0.57236564,0.701725878,0.577541241,0.530737332,0.412309788,0.619017944,0.896761101,0.597891874,0.911600323,0.607429771,0.752383009,0.600474376,0.775362484,0.725100767,0.370846921,0.545313643,0.439851991,0.247482195,0.265820189,0.522747102,0.19382962,0.46930018,0.737377378,0.680989336,0.533299202,0.605622966,0.757057009,0.779831581,0.544072262,0.650003669,4.241988763,5.867003704,3.05519184,5.288253404
059,0.823505425,0.339808248,0.491337349,0.596517465,0.596873982,0.411775109,0.279157481,0.329794913,0.3588566,0.646971268,0.582570206,0.627463975,0.475958281,0.567436563,0.452088809,0.534421386,0.42047139,0.329539706,0.51922016,0.431632181,0.575378001,0.514516081,0.675828385,0.397586531,0.550575956,0.623055334,0.544570995,0.511432694,0.493673181,0.506194274,0.315659245,0.271278204,3.868769972,4.245767088,3.864172435,3.816439884
060,0.582507544,0.520960977,0.329692064,0.324195372,0.339685904,0.409216765,0.56784626,0.451464485,0.385896544,0.659810683,0.582570206,0.380623062,0.260159078,0.283195159,0.279609791,0.294247503,0.278341937,0.277778049,0.360926745,0.516445323,0.471551218,0.406322153,0.620690439,0.520972264,0.778226583,0.770823558,0.626653273,0.61609307,0.301661766,0.372417273,0.577064965,0.46426091,3.525569371,3.126112027,3.453028128,4.507201398
061,0.642750343,0.577160286,0.490358303,0.398704752,0.423344075,0.817908385,0.58605145,0.601680238,0.388710151,0.44560812,0.444671945,0.467138668,0.382636717,0.401208604,0.326434561,0.409354512,0.526413564,0.330600978,0.311328981,0.502550852,0.669620259,0.51642279,0.674228266,0.466808225,0.444582542,0.555895014,0.636249426,0.618321258,0.501333369,0.565155679,0.487988299,0.426566474,4.537957832,3.265763278,3.997973914,4.23609206
